事業所番号,求人番号,都道府県,職安管轄コード,産業分類コード,職業分類コード,職業細分類コード,受付番号,事業所名,事業所名フリガナ,郵便番号,所在地,事業内容,従業員数(全体),従業員数(就業場所),従業員数(男性),従業員数(女性),資本金(億円),職種,備考,休日日数,給与(円),賞与(基本給、円),賞与(平均、万円),交代制,鉄道路線,最寄駅,求人Ｍ,求人Ｆ,求人ＭＦ,就業場所,職種分類,応募先郵便番号,応募先,採用担当部署,採用担当者,採用担当TEL,採用担当FAX,前年度事業所紐づけ
2307-203870-8,23070-588559,愛知県,2307,311,71,7,250248,久野金属工業　株式会社,クノキンゾクコウギョウ,479-0002,愛知県常滑市久米字池田174,電気自動車など次世代自動車用プレス加工・溶接組立・検査を一貫して手掛ける,300,240,190,50,0.8,"技能職",,115,193000,5.50,0.00,2交代,名鉄常滑線,大野町,,,1,常滑市,"技能（機械、製造、技術）",479-0002,愛知県常滑市久米字池田174,総務部　課長,繋　智幸,0569-43-8806,0569-43-8008,"240106　久野金属工業　株式会社　技能職"
2801-624262-5,28010-345459,兵庫県,2801,246,71,99,250249,トーカロ　株式会社,トーカロ,650-0047,兵庫県神戸市中央区港島南町６丁目４番４号,"溶射を中心とした表面処理の事業メーカー",1594,68,54,14,26.58,"製造技能者（名古屋）",,120,238000,5.80,0.00,なし,名鉄常滑線,名和,,1,,東海市,"技能（機械、製造、技術）",650-0047,兵庫県神戸市中央区港島南町６丁目４番４号,名古屋工場　管理課　課長,近澤　真一,052-603-3520,052-603-3521
2307-160896-0,23070-377159,愛知県,2307,245,71,12,250250,日鉄精圧品　株式会社,ニッテツセイアツヒン,475-0033,愛知県半田市日東町１,自動者向け精密加工部品の製造・販売,392,392,274,118,4.8,"技能職",,117,204500,4.45,0.00,2交代,名鉄河和線,知多半田,,,1,半田市,"技能（機械、製造、技術）",475-0033,愛知県半田市日東町１,総務・人事室,山田・天草,0569-22-1811,0569-22-7834,"240300　日鉄精圧品　株式会社　技能職"
2101-44-9,21010-617259,岐阜県,2101,441,42,2,250251,株式会社　エスラインギフ,エスラインギフ,501-6013,岐阜県羽島郡岐南町平成４ー６８,貨物自動車運送事業・倉庫業・物流加工業など,1744,482,430,52,24,事務職員（中部地区）,,110,183540,3.00,0.00,なし,,,,1,県外,事務,501-6013,岐阜県羽島郡岐南町平成４ー６８,人事部　課長,白鳥　浩隆,058-245-3143,058-240-4850
2307-180015-7,23070-383359,愛知県,2307,163,73,1,250252,日油　株式会社　愛知事業所,ニチユ　アイチジギョウショ,470-2379,愛知県知多郡武豊町字北小松谷61-1,火薬類及び有機過酸化物製造,1895,618,560,58,177.42,製造・品質保証,,118,217300,5.00,0.00,3交代,名鉄河和線,知多武豊,,,1,武豊町,"技能（機械、製造、技術）",470-2379,愛知県知多郡武豊町字北小松谷61-1,業務部総務グループ,山田　雄次,0569-72-1221,0569-74-0008,240212　日油　株式会社　愛知事業所　製造・品質保証・物流
2303-91936-0,23030-39459,愛知県,2303,193,34,1,250253,ミトクゴム　株式会社,ミトクゴム,457-0802,名古屋市南区要町４丁目３０番地,当社が手掛けるゴム製品は自動車部品に使用される高付加価値な製品が主流です。他に、環境に優しい生分解性ゴムの成形加工にも取り組みました。,99,57,41,16,0.65,一般事務,,121,176000,3.00,0.00,なし,名鉄常滑線,柴田,,1,,名古屋市南区,事務,457-0802,名古屋市南区要町４丁目３０番地,総務企画グループ　課長,後藤　竜治,052-611-7551,052-611-7560,240139　ミトクゴム　株式会社　一般事務
2307-181215-5,23070-368359,愛知県,2307,881,98,1,250254,トーエイ　株式会社,トーエイ,470-2105,愛知県知多郡東浦町藤江ヤンチャ２８番地の１,一般・産業廃棄物収集運搬業、リサイクル事業、メンテナンス事業など,291,41,34,7,0.5,"リサイクル技能職【産業資源循環】/学科不問",,120,200000,3.00,0.00,なし,JR武豊線,東浦,,,1,常滑市、半田市、東浦町,"技能（機械、製造、技術）",470-2105,愛知県知多郡東浦町藤江ヤンチャ２８番地の１,総務人事課,平島啓司、大谷萌,0562-83-3880,0562-83-7817,"240185　トーエイ　株式会社　リサイクル技能職【産業資源循環】/学科不問"
2307-181215-5,23070-369159,愛知県,2307,881,96,6,250255,トーエイ　株式会社,トーエイ,470-2105,愛知県知多郡東浦町藤江ヤンチャ２８番地の１,一般・産業廃棄物収集運搬業、リサイクル事業、メンテナンス事業など,291,124,99,25,0.5,ドライバー職【景気に左右されない】学科不問,,120,200000,3.00,0.00,なし,JR武豊線,東浦,,,1,東浦町,"技能（その他）",470-2105,愛知県知多郡東浦町藤江ヤンチャ２８番地の１,総務人事課,平島啓司、大谷萌,0562-83-3880,0562-83-87817,240186　トーエイ　株式会社　ドライバー職【景気に左右されない】学科不問
2307-181215-5,23070-370459,愛知県,2307,881,74,12,250256,トーエイ　株式会社,トーエイ,470-2105,愛知県知多郡東浦町藤江ヤンチャ２８番地の１,一般・産業廃棄物収集運搬業、リサイクル事業、メンテナンス事業など,291,47,40,7,0.5,"航空機製造技能職【空調完備】学科不問",,120,200000,3.00,0.00,2交代,JR武豊線,亀崎,,,1,半田市,"技能（機械、製造、技術）",470-2105,愛知県知多郡東浦町藤江ヤンチャ２８番地の１,総務人事課,平島啓司、大谷萌,0562-83-3880,0562-83-7817,"240187　トーエイ　株式会社　航空機製造技能職【空調完備】学科不問"
2302-206311-8,23020-82059,愛知県,2302,751,56,3,250257,株式会社　名古屋東急ホテル,ナゴヤトウキュウホテル,460-0008,名古屋市中区栄４丁目６－８,ホテル業,347,347,195,152,0.1,サービス職,,116,194400,2.57,0.00,シフト,地下鉄名城線,栄,,,1,名古屋市中区,接客・販売,460-0008,名古屋市中区栄４丁目６－８,人事・総務,採用担当者,052-251-2411,052-251-5745,240184　株式会社　名古屋東急ホテル　サービス職
2307ｰ614679ｰ1,23070ｰ550059,愛知県,2307,832,34,3,250258,みわホームクリニック,ミワホームクリニック,477-0031,愛知県東海市大田町蟹田1078,内科、小児科、生活習慣病の治療,11,11,0,11,0,受付事務,,80,182500,2.00,0.00,シフト,名鉄常滑線,太田川,,1,,東海市,事務,477-0031,愛知県東海市大田町蟹田1078,院長,神野　美和,0562-32-0030,0562-32-0008
2307-916515-5,2307-916515-5,愛知県,2307,441,95,3,250259,ＡＳＫＵＬ　ＬＯＧＩＳＴ　株式会社　名古屋物流センター,アスクルロジスト,476-0006,愛知県東海市浅山２丁目４７番地　アスクル名古屋センター内,事務用品、備品などオフィス関連用品等の倉庫運営、及び配送事業,3579,239,83,156,0.9,物流センター入出荷現場をまとめるリーダー業務,,121,205700,2.00,0.00,シフト,名鉄常滑線,聚楽園,,,1,東海市,"技能（検査・管理）",476-0006,愛知県東海市浅山２丁目４７番地　アスクル名古屋センター内,採用担当,浅田,052-689-2106,052-689-2245,240322　ＡＳＫＵＬ　ＬＯＧＩＳＴ　株式会社　名古屋物流センター　物流センタースタッフ
2306-4591-3,23060-502659,愛知県,2306,999,10,2,250260,日本エコシステム　株式会社,ニホンエコシステム,491-0859,愛知県一宮市本町２丁目２番２号　ＪＥＳ一宮ビル,環境事業、ファシリティ事業、道路事業など,225,44,32,12,10.49,"コンピュータ保守業務、ソフトウェア開発",,118,223000,3.00,58.00,なし,名鉄尾西線,名鉄一宮,,,1,一宮市,"技能（システム、プログラマ）",491-0859,愛知県一宮市本町２丁目２番２号　ＪＥＳ一宮ビル１１階,人事部,堀嵜,0586-25-5788,0586-25-5789
2702-615331-6,27020-1252459,大阪府,2702,729,45,10,250261,株式会社　エディオン,エディオン,530-0005,大阪市北区中之島2-3-33　大阪三井物産ビル8階,家電専門店事業等,16538,16538,9681,6857,119,販売職（リージョナルコース：愛知）,,115,203170,3.90,0.00,シフト,その他（県外）,淀屋橋,,,1,名古屋市、豊橋市、豊田市,接客・販売,530-0005,大阪市北区中之島2-3-33　大阪三井物産ビル8階,人事部　採用企画課長,橋本　敦,0120-55-3140,06-6202-6143,240117　株式会社　エディオン　販売職（リージョナルコース：愛知）
2702-615331-6,27020-1074359,大阪府,2702,729,45,10,250262,株式会社　エディオン,エディオン,530-0005,大阪市北区中之島2-3-33　大阪三井物産ビル8階,家電専門店事業等,16538,16538,9681,6857,119,販売職　ゼネラル（全国コース）：愛知県,,115,218370,3.90,0.00,シフト,その他（県外）,淀屋橋,,,1,名古屋市、豊田市、豊橋市,接客・販売,530-0005,大阪市北区中之島2-3-33　大阪三井物産ビル8階,人事部　採用企画課長,橋本　敦,0120-55-3140,06-6202-6143,240116　株式会社　エディオン　販売職（ゼネラルコース）
2702-615331-6,27020-1282159,大阪府,2702,729,75,2,250263,株式会社　エディオン,エディオン,530-0005,大阪市北区中之島2-3-33　大阪三井物産ビル8階,家電専門店事業等,16538,16538,9681,6857,119,技術職（リージョナルコース：愛知県）,,115,203170,3.90,0.00,シフト,その他（県外）,淀屋橋,,,1,豊田市、春日井市、一宮市,"技能（その他）",530-0005,大阪市北区中之島2-3-33　大阪三井物産ビル8階,人事部　採用企画課長,橋本　敦,0120-55-3140,06-6202-6143,240119　株式会社　エディオン　技術職（リージョナルコース：愛知）
2702-615331-6,27020-1184859,大阪府,2702,729,75,2,250264,株式会社　エディオン,エディオン,530-0005,大阪市北区中之島2-3-33　大阪三井物産ビル8階,家電専門店事業等,16538,16538,9681,6857,119,技術職　ゼネラル（全国コース）：愛知県,,115,218370,3.90,0.00,シフト,その他（県外）,淀屋橋,,,1,豊田市、春日井市、一宮市,"技能（その他）",530-0005,大阪市北区中之島2-3-33　大阪三井物産ビル8階,人事部　採用企画課長,橋本　敦,0120-55-3140,06-6202-6143,240118　株式会社　エディオン　技術職（ゼネラルコース）
2401-106223-9,24010-360959,三重県,2401,701,34,1,250265,マツオカ建機　株式会社,マツオカケンキ,478-0036,愛知県知多市新舞子神田３９,土木、建築、産業機械などのレンタル、リース、販売及び工事施工,255,11,9,2,0.5,フロント事務職,,110,182100,2.00,0.00,なし,名鉄常滑線,新舞子,,,1,知多市,事務,510-8111,三重県三重郡川越町当新田１７,本社管理部　総務グループ,伊藤　省貴,059-365-8271,059-363-0206,220163　マツオカ建機　株式会社　フロント事務職
2401-106223-9,24010-365259,三重県,2401,701,75,1,250266,マツオカ建機　株式会社,マツオカケンキ,478-0036,愛知県知多市新舞子神田３９,土木、建築、産業機械などのレンタル、リース、販売及び工事施工,255,11,9,2,0.5,建設機械整備職,,110,197960,2.00,0.00,なし,名鉄常滑線,新舞子,,,1,知多市,"技能（その他）",510-8111,三重県三重郡川越町当新田１７,本社管理部　総務グループ,伊藤　省貴,059-365-8271,059-363-0206
2303-71314-5,23030-160459,愛知県,2303,123,73,8,250267,株式会社　白鳥,シラトリ,456-0056,名古屋市熱田区三番町２－２２,木箱・パレット等木製製品及び樹脂製通い箱等の加工製造,71,35,25,10,0.1,製造作業員,,114,187350,3.40,0.00,なし,市営名港線,六番町,,,1,名古屋市熱田区、小牧市,"技能（機械、製造、技術）",456-0056,名古屋市熱田区三番町２－２２,総務部　部長,西野　均,052-661-5951,052-652-0465,230366　株式会社　白鳥　プラスチック製通函及び内材の設計製造販売業
2307-615106-6,23070-250659,愛知県,2307,804,56,8,250268,株式会社　新南愛知,シンミナミアイチ,470-3235,知多郡美浜町大字野間字内扇４３番地,新南愛知カントリークラブ美浜コースのゴルフコース及びクラブハウス等の維持管理、利用者のサポート,103,103,38,65,1,キャディ,,105,200000,1.40,0.00,シフト,名鉄知多新線,野間,,,1,美浜町,その他,470-3235,愛知県知多郡美浜町大字野間字内扇４３番地,統括部長,渡辺　健治,0569-88-5522,0569-87-3232,240226　株式会社　新南愛知　キャディ
2307-615106-6,23070-252859,愛知県,2307,804,56,8,250269,株式会社　新南愛知,シンミナミアイチ,470-3235,知多郡美浜町大字野間字内扇４３番地,新南愛知カントリークラブ美浜コースのゴルフコース及びクラブハウス等の維持管理、利用者のサポート,103,103,38,65,1,レストランスタッフ,,105,200000,1.40,0.00,シフト,名鉄知多新線,野間,,,1,美浜町,"技能（食品製造・調理）",470-3235,愛知県知多郡美浜町大字野間字内扇４３番地,統括部長,渡辺　健治,0569-88-5522,0569-87-3232,240227　株式会社　新南愛知　レストランスタッフ
2307-188812-9,23070-499259,愛知県,2307,61,92,1,250270,株式会社　オームラ組,オームラグミ,477-0037,愛知県東海市高横須賀町町新田３６－８,土木、上下水道、舗装工事,31,31,29,2,0.2,土木技術者、建設機械整備・検査員,,101,210000,3.00,0.00,なし,名鉄常滑線,太田川,,,1,東海市,"技能（その他）",477-0037,愛知県東海市高横須賀町町新田３６－８,常務,西川　徳馬,0562-32-1464,0562-32-1448,230384　株式会社　オームラ組　土木技術者
2311-189514-0,23110-782559,愛知県,2311,891,34,1,250271,中部カーサービス　株式会社,チュウブカーサービス,474-0074,愛知県大府市共栄町３丁目６番地１,新車納整事業、レンタカーバックヤード事業,186,11,5,6,0.5,本社の一般事務（愛知県大府市）,,125,180000,1.50,0.00,なし,JR東海道本線,共和,,,1,大府市,事務,474-0074,愛知県大府市共栄町３丁目６番地１,"代表取締役",本多　秀明,0562-48-2345,0562-48-2346
